studentId,academicYear,firstName,lastName,dateOfBirth,yearGroup,Class,keyStage,phonicsCheckResult,ks1ReadingScore,ks1ReadingGrade,ks1MathsScore,ks1MathsGrade,ks1GPSScore,ks1GPSGrade,readingScore,readingGrade,mathsScore,mathsGrade,gpsScore,gpsGrade,writingScore,writingGrade,scienceScore,scienceGrade,mtcScore,attendance_autumnTerm,attendance_springTerm,attendance_summerTerm,parentContactName,parentContactEmail,parentContactPhone
1023,2019/20,Comision,Heimann,2014-01-30,1,1A,KS1,WES,,,,,,,,,,,,,,,,,,99,98,100,Roman Heimann,RomanHeimann@mail.co.uk,7183141374
1024,2019/20,Esmeralda,Wolfson,2014-01-15,1,1A,KS1,WES,,,,,,,,,,,,,,,,,,98,93,96,Jasmine Wolfson,JasmineWolfson@mail.co.uk,7546311862
1025,2019/20,Mayka,Reserva,2014-04-19,1,1A,KS1,WES,,,,,,,,,,,,,,,,,,94,94,95,Saam Reserva,SaamReserva@mail.co.uk,7209081438
1026,2019/20,Jeri,Silveira,2014-06-10,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,94,100,93,Silk Silveira,SilkSilveira@mail.co.uk,7947163138
1027,2019/20,Jenora,Joseph,2013-12-09,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,98,93,96,Febe Joseph,FebeJoseph@mail.co.uk,7791362202
1028,2019/20,Chiara,Minzer,2014-05-14,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,98,99,100,Talita Minzer,TalitaMinzer@mail.co.uk,7732367218
1029,2019/20,Apryl,Kusumgar,2013-09-22,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,95,97,99,Mullane Kusumgar,MullaneKusumgar@mail.co.uk,7880548782
1030,2019/20,Trinity,Biskay,2014-01-24,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,99,97,97,Hayden Biskay,HaydenBiskay@mail.co.uk,7680779094
1031,2019/20,Erika,Kruidbos,2014-06-01,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,98,94,82,Franco Kruidbos,FrancoKruidbos@mail.co.uk,7123541074
1032,2019/20,Greening,Conroy,2013-11-30,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,70,96,96,Taso Conroy,TasoConroy@mail.co.uk,7548685959
1033,2019/20,Rosario,Pettengell,2013-09-20,1,1B,KS1,BES,,,,,,,,,,,,,,,,,,97,99,98,Aylee Pettengell,AyleePettengell@mail.co.uk,7938344353
1034,2019/20,Madelene,Wilfred,2014-08-18,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,100,95,93,Wardrobe Wilfred,WardrobeWilfred@mail.co.uk,7242903983
1035,2019/20,Kathlenn,Guie,2013-12-13,1,1B,KS1,BES,,,,,,,,,,,,,,,,,,97,95,94,General Guie,GeneralGuie@mail.co.uk,7263072474
1036,2019/20,Naomi,Nahon,2013-11-14,1,1B,KS1,BES,,,,,,,,,,,,,,,,,,94,99,95,Romane Nahon,RomaneNahon@mail.co.uk,7633964843
1037,2019/20,Fay,Lyall,2013-09-28,1,1B,KS1,BES,,,,,,,,,,,,,,,,,,100,99,93,Aparna Lyall,AparnaLyall@mail.co.uk,7528165250
1038,2019/20,Etzel,Eason,2014-03-18,1,1B,KS1,BES,,,,,,,,,,,,,,,,,,94,96,94,Rolf Eason,RolfEason@mail.co.uk,7694071774
1039,2019/20,Lizzimore,Foster,2014-08-20,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,97,97,74,Nicola Foster,NicolaFoster@mail.co.uk,7674043557
1040,2019/20,Elie,Biersack,2013-09-07,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,93,81,94,Severo Biersack,SeveroBiersack@mail.co.uk,7635951673
1041,2019/20,Donny,Malvarosa,2014-04-02,1,1B,KS1,BES,,,,,,,,,,,,,,,,,,100,97,96,Teryl Malvarosa,TerylMalvarosa@mail.co.uk,7140826813
1042,2019/20,Testing,Ducong,2014-01-18,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,96,95,75,Janick Ducong,JanickDucong@mail.co.uk,7157437599
1043,2019/20,Mcmullan,Broadribb,2014-01-18,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,93,98,95,Arnold Broadribb,ArnoldBroadribb@mail.co.uk,7264269669
1044,2019/20,Aiden,Steve,2013-10-09,1,1B,KS1,BES,,,,,,,,,,,,,,,,,,99,97,95,Mairi Steve,MairiSteve@mail.co.uk,7169715610
1045,2019/20,Dexelle,Hueber,2014-03-18,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,95,96,97,Ihar Hueber,IharHueber@mail.co.uk,7821273276
1046,2019/20,Nidhi,Labelle,2013-11-01,1,1B,KS1,BES,,,,,,,,,,,,,,,,,,100,99,94,Elly Labelle,EllyLabelle@mail.co.uk,7200850939
1047,2019/20,Iklaas,Mantice,2014-07-09,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,93,93,96,Tara Mantice,TaraMantice@mail.co.uk,7729288347
1048,2019/20,Amity,Sparaco,2013-12-22,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,93,96,96,Deciga Sparaco,DecigaSparaco@mail.co.uk,7730726296
1049,2019/20,Marko,Leuschen,2014-06-10,1,1B,KS1,WES,,,,,,,,,,,,,,,,,,97,96,97,Andersson Leuschen,AnderssonLeuschen@mail.co.uk,7143314165
1050,2019/20,Devin,Fleishman,2013-07-06,2,2A,KS1,WES,87,BES,105,WES,96,BES,,,,,,,,,,,,72,93,100,Mayra Fleishman,MayraFleishman@mail.co.uk,7378195016
1051,2019/20,Agostina,Con,2013-06-04,2,2A,KS1,WES,113,WES,101,WES,101,WES,,,,,,,,,,,,98,97,94,Thea Con,TheaCon@mail.co.uk,7240230279
1052,2019/20,Bracelet,Mendy,2013-03-16,2,2A,KS1,WES,85,BES,91,BES,102,WES,,,,,,,,,,,,95,94,97,Henrietta Mendy,HenriettaMendy@mail.co.uk,7539453988
1053,2019/20,Lucrecia,Zurilla,2013-08-15,2,2A,KS1,WES,89,BES,92,BES,87,BES,,,,,,,,,,,,100,97,94,Charlene Zurilla,CharleneZurilla@mail.co.uk,7287662923
1054,2019/20,Sarrah,Kent,2012-09-16,2,2A,KS1,WES,85,BES,101,WES,106,WES,,,,,,,,,,,,96,98,100,Niv Kent,NivKent@mail.co.uk,7170815220
1055,2019/20,Aylee,Mctamany,2013-05-07,2,2A,KS1,WES,96,BES,103,WES,85,BES,,,,,,,,,,,,94,96,95,Chanler Mctamany,ChanlerMctamany@mail.co.uk,7169832629
1056,2019/20,Gerald,Wren,2012-10-09,2,2A,KS1,WES,95,BES,97,BES,104,WES,,,,,,,,,,,,80,71,99,Liz Wren,LizWren@mail.co.uk,7535706576
1057,2019/20,Cee,Meginness,2013-08-29,2,2A,KS1,WES,114,WES,91,BES,95,BES,,,,,,,,,,,,96,71,100,Francesc Meginness,FrancescMeginness@mail.co.uk,7468763820
1058,2019/20,Shira,Fabrizio,2013-04-15,2,2A,KS1,WES,99,BES,101,WES,99,BES,,,,,,,,,,,,93,93,98,Giacomo Fabrizio,GiacomoFabrizio@mail.co.uk,7950427058
1059,2019/20,Christina,Hindley,2012-09-27,2,2A,KS1,BES,95,BES,85,BES,92,BES,,,,,,,,,,,,98,71,98,Lizabeth Hindley,LizabethHindley@mail.co.uk,7660333274
1060,2019/20,Rene,Sherine,2013-08-15,2,2A,KS1,WES,85,BES,93,BES,93,BES,,,,,,,,,,,,93,97,83,Rafaela Sherine,RafaelaSherine@mail.co.uk,7985548230
1061,2019/20,Analise,Zurilla,2013-02-06,2,2A,KS1,BES,114,WES,90,BES,91,BES,,,,,,,,,,,,93,99,93,Joseph Zurilla,JosephZurilla@mail.co.uk,7891929349
1062,2019/20,Jade,Rebak,2013-01-04,2,2A,KS1,BES,88,BES,112,WES,91,BES,,,,,,,,,,,,81,98,96,Frankum Rebak,FrankumRebak@mail.co.uk,7318584043
1063,2019/20,Angele,Kaesmann,2012-12-13,2,2A,KS1,BES,100,WES,98,BES,85,BES,,,,,,,,,,,,70,99,81,Kasha Kaesmann,KashaKaesmann@mail.co.uk,7824582025
1064,2019/20,Carla,Navellou,2013-05-12,2,2A,KS1,BES,90,BES,115,WES,85,BES,,,,,,,,,,,,99,94,100,Chrissy Navellou,ChrissyNavellou@mail.co.uk,7311398653
1065,2019/20,Marietta,Friadnar,2013-02-14,2,2A,KS1,WES,98,BES,87,BES,111,WES,,,,,,,,,,,,99,74,93,Hayden Friadnar,HaydenFriadnar@mail.co.uk,7486469280
1066,2019/20,Kait,Viu,2013-04-03,2,2A,KS1,WES,93,BES,105,WES,108,WES,,,,,,,,,,,,96,99,100,Krag Viu,KragViu@mail.co.uk,7864603731
1067,2019/20,Liviana,Danna,2013-06-06,2,2A,KS1,BES,89,BES,113,WES,92,BES,,,,,,,,,,,,93,96,93,Yossi Danna,YossiDanna@mail.co.uk,7437427433
1068,2019/20,Nicolena,Armstrong,2013-05-06,2,2A,KS1,WES,112,WES,96,BES,99,BES,,,,,,,,,,,,96,97,84,Room Armstrong,RoomArmstrong@mail.co.uk,7106790441
1069,2019/20,Jared,Scarff,2012-09-03,2,2A,KS1,WES,103,WES,95,BES,96,BES,,,,,,,,,,,,98,100,70,Antony Scarff,AntonyScarff@mail.co.uk,7452778674
1070,2019/20,Deepa,Guadalupe,2012-10-09,2,2A,KS1,BES,90,BES,93,BES,114,WES,,,,,,,,,,,,93,98,94,Zak Guadalupe,ZakGuadalupe@mail.co.uk,7723790508
1071,2019/20,Palma,Strehl,2013-03-11,2,2A,KS1,WES,103,WES,97,BES,110,WES,,,,,,,,,,,,96,97,98,Jenny Strehl,JennyStrehl@mail.co.uk,7418285839
1072,2019/20,Joseph,Benesh,2013-02-25,2,2A,KS1,BES,88,BES,97,BES,106,WES,,,,,,,,,,,,99,96,93,Sloane Benesh,SloaneBenesh@mail.co.uk,7751266125
1073,2019/20,Idalia,Broadribb,2013-05-11,2,2A,KS1,WES,111,WES,112,WES,110,WES,,,,,,,,,,,,97,99,94,Rae Broadribb,RaeBroadribb@mail.co.uk,7581761746
1074,2019/20,Pau,Sparks,2012-12-25,2,2A,KS1,WES,111,WES,110,WES,91,BES,,,,,,,,,,,,95,96,95,Jenna Sparks,JennaSparks@mail.co.uk,7410860705
1075,2019/20,Del,Masna,2013-07-26,2,2B,KS1,WES,113,WES,94,BES,98,BES,,,,,,,,,,,,100,73,99,Devin Masna,DevinMasna@mail.co.uk,7327771187
1076,2019/20,Laurencio,Newborne,2012-11-14,2,2B,KS1,WES,93,BES,111,WES,97,BES,,,,,,,,,,,,95,93,71,Barb Newborne,BarbNewborne@mail.co.uk,7898025418
1077,2019/20,Dhia,Mathilda,2013-08-22,2,2B,KS1,WES,97,BES,115,WES,106,WES,,,,,,,,,,,,96,95,96,Adams Mathilda,AdamsMathilda@mail.co.uk,7653503929
1078,2019/20,Kobey,Tena,2012-12-12,2,2B,KS1,WES,91,BES,102,WES,110,WES,,,,,,,,,,,,95,95,99,Elysa Tena,ElysaTena@mail.co.uk,7849666735
1079,2019/20,Zuzana,Callaway,2012-09-24,2,2B,KS1,WES,93,BES,92,BES,98,BES,,,,,,,,,,,,74,100,96,Jared Callaway,JaredCallaway@mail.co.uk,7601362874
1080,2019/20,Caitlan,Phah,2013-03-10,2,2B,KS1,WES,104,WES,96,BES,86,BES,,,,,,,,,,,,95,95,83,Marilou Phah,MarilouPhah@mail.co.uk,7467187012
1081,2019/20,Ullises,Berdejo,2013-01-22,2,2B,KS1,WES,115,WES,105,WES,98,BES,,,,,,,,,,,,93,99,93,Darius Berdejo,DariusBerdejo@mail.co.uk,7498764453
1082,2019/20,Grant,Mclean,2013-02-27,2,2B,KS1,WES,102,WES,98,BES,90,BES,,,,,,,,,,,,97,98,97,Tirma Mclean,TirmaMclean@mail.co.uk,7919633593
1083,2019/20,Kariela,Curri,2013-05-10,2,2B,KS1,WES,95,BES,111,WES,90,BES,,,,,,,,,,,,96,96,72,Dolev Curri,DolevCurri@mail.co.uk,7221310528
1084,2019/20,Tracy,Issacs,2012-11-18,2,2B,KS1,BES,96,BES,104,WES,105,WES,,,,,,,,,,,,93,100,99,Lindy Issacs,LindyIssacs@mail.co.uk,7140908347
1085,2019/20,Fransisco,Jaffe,2013-03-29,2,2B,KS1,WES,113,WES,95,BES,97,BES,,,,,,,,,,,,99,93,96,Kathie Jaffe,KathieJaffe@mail.co.uk,7611646927
1086,2019/20,Stonnie,Halax,2013-08-08,2,2B,KS1,BES,107,WES,97,BES,86,BES,,,,,,,,,,,,97,93,98,Clara Halax,ClaraHalax@mail.co.uk,7491762172
1087,2019/20,Marlin,Thornton,2013-05-08,2,2B,KS1,BES,103,WES,85,BES,89,BES,,,,,,,,,,,,93,73,70,Jonhatan Thornton,JonhatanThornton@mail.co.uk,7884322948
1088,2019/20,Veronik,Davidson,2013-07-03,2,2B,KS1,BES,96,BES,93,BES,88,BES,,,,,,,,,,,,94,98,100,Nicholas Davidson,NicholasDavidson@mail.co.uk,7623110177
1089,2019/20,Christinne,Newhouse,2013-08-14,2,2B,KS1,BES,97,BES,94,BES,92,BES,,,,,,,,,,,,96,95,93,Staple Newhouse,StapleNewhouse@mail.co.uk,7934715850
1090,2019/20,Radovan,Morin,2012-12-29,2,2B,KS1,WES,91,BES,88,BES,106,WES,,,,,,,,,,,,72,94,94,Belson Morin,BelsonMorin@mail.co.uk,7232620561
1091,2019/20,Zuzana,Jillian,2013-08-08,2,2B,KS1,WES,109,WES,102,WES,90,BES,,,,,,,,,,,,96,94,98,Anamaria Jillian,AnamariaJillian@mail.co.uk,7957060779
1092,2019/20,Therese,Kallick,2013-03-27,2,2B,KS1,BES,113,WES,106,WES,103,WES,,,,,,,,,,,,81,98,94,Vaernewyck Kallick,VaernewyckKallick@mail.co.uk,7596182521
1093,2019/20,Cintia,Nikolett,2012-12-08,2,2B,KS1,WES,105,WES,101,WES,93,BES,,,,,,,,,,,,98,94,96,Anique Nikolett,AniqueNikolett@mail.co.uk,7198861487
1094,2019/20,Phillip,Starr,2013-01-14,2,2B,KS1,WES,100,WES,90,BES,107,WES,,,,,,,,,,,,94,99,95,Eben Starr,EbenStarr@mail.co.uk,7213435647
1095,2019/20,Radnedge,Srivasatava,2013-03-14,2,2B,KS1,BES,98,BES,107,WES,92,BES,,,,,,,,,,,,96,99,98,Javier Srivasatava,JavierSrivasatava@mail.co.uk,7924050205
1096,2019/20,Lincoln,Adellano,2013-08-03,2,2B,KS1,WES,90,BES,115,WES,110,WES,,,,,,,,,,,,100,98,93,Miles Adellano,MilesAdellano@mail.co.uk,7379801713
1097,2019/20,Irit,Moshayedi,2012-10-30,2,2B,KS1,BES,90,BES,109,WES,104,WES,,,,,,,,,,,,100,97,74,Racquel Moshayedi,RacquelMoshayedi@mail.co.uk,7289376763
1098,2019/20,Moral,Tremari,2013-07-24,2,2B,KS1,WES,108,WES,107,WES,97,BES,,,,,,,,,,,,93,96,96,Anim Tremari,AnimTremari@mail.co.uk,7473213903
1099,2019/20,Rolf,Azoulai,2011-09-14,3,3A,KS2,WES,104,WES,107,WES,93,BES,,,,,,,,,,,,85,97,97,Demetri Azoulai,DemetriAzoulai@mail.co.uk,7823357691
1100,2019/20,Jair,Santodomingo,2012-05-13,3,3A,KS2,WES,101,WES,108,WES,94,BES,,,,,,,,,,,,95,94,97,Sheldon Santodomingo,SheldonSantodomingo@mail.co.uk,7972867363
1101,2019/20,Medeya,Ward,2011-12-18,3,3A,KS2,WES,109,WES,103,WES,96,BES,,,,,,,,,,,,94,100,100,Ersoy Ward,ErsoyWard@mail.co.uk,7626993596
1102,2019/20,Norman,Rayek,2011-11-10,3,3A,KS2,WES,89,BES,98,BES,113,WES,,,,,,,,,,,,95,100,73,Jodi Rayek,JodiRayek@mail.co.uk,7849761677
1103,2019/20,Melicia,Friedland,2011-09-17,3,3A,KS2,WES,85,BES,87,BES,86,BES,,,,,,,,,,,,98,93,75,Edgar Friedland,EdgarFriedland@mail.co.uk,7534213395
1104,2019/20,Vaernewyck,Assistant,2012-08-28,3,3A,KS2,WES,106,WES,100,WES,104,WES,,,,,,,,,,,,84,95,99,Ula Assistant,UlaAssistant@mail.co.uk,7338572342
1105,2019/20,Berkowitz,Pequeno,2012-07-07,3,3A,KS2,WES,90,BES,106,WES,96,BES,,,,,,,,,,,,82,74,95,Maancy Pequeno,MaancyPequeno@mail.co.uk,7298037652
1106,2019/20,Zuzana,Thornberg,2012-03-06,3,3A,KS2,WES,90,BES,114,WES,95,BES,,,,,,,,,,,,96,99,97,Kathleen Thornberg,KathleenThornberg@mail.co.uk,7810541361
1107,2019/20,Erin,Melissa´s,2011-12-18,3,3A,KS2,WES,91,BES,89,BES,92,BES,,,,,,,,,,,,98,80,81,Gilda Melissa´s,GildaMelissa´s@mail.co.uk,7527743485
1108,2019/20,Malone,Peña,2011-11-03,3,3A,KS2,BES,99,BES,100,WES,105,WES,,,,,,,,,,,,94,93,93,Suma Peña,SumaPeña@mail.co.uk,7774747390
1109,2019/20,Gil,Machialena,2012-01-15,3,3A,KS2,WES,95,BES,112,WES,102,WES,,,,,,,,,,,,95,100,96,Lukas Machialena,LukasMachialena@mail.co.uk,7841394506
1110,2019/20,Nathalya,Knetter,2012-04-17,3,3A,KS2,BES,93,BES,102,WES,101,WES,,,,,,,,,,,,99,99,99,Royce Knetter,RoyceKnetter@mail.co.uk,7986491856
1111,2019/20,Arianna,Baltzley,2012-02-13,3,3A,KS2,BES,106,WES,113,WES,108,WES,,,,,,,,,,,,75,100,95,Hayley Baltzley,HayleyBaltzley@mail.co.uk,7517069263
1112,2019/20,Joaquin,Ozlanska,2012-07-01,3,3A,KS2,BES,107,WES,85,BES,112,WES,,,,,,,,,,,,97,94,100,Soo Ozlanska,SooOzlanska@mail.co.uk,7796875809
1113,2019/20,Indy,You,2012-02-02,3,3A,KS2,BES,89,BES,92,BES,104,WES,,,,,,,,,,,,95,95,99,Solange You,SolangeYou@mail.co.uk,7301641205
1114,2019/20,Boqueano,Dobnikar,2012-04-17,3,3A,KS2,WES,106,WES,89,BES,86,BES,,,,,,,,,,,,97,95,94,Adriann Dobnikar,AdriannDobnikar@mail.co.uk,7336257518
1115,2019/20,Sr.,Keiser,2012-05-03,3,3A,KS2,WES,95,BES,115,WES,93,BES,,,,,,,,,,,,93,93,98,Pedicure Keiser,PedicureKeiser@mail.co.uk,7946253749
1116,2019/20,Buchan,Goebl,2012-01-09,3,3A,KS2,BES,114,WES,92,BES,85,BES,,,,,,,,,,,,100,100,99,Jefferson Goebl,JeffersonGoebl@mail.co.uk,7649553035
1117,2019/20,Charlot,Mcsweeney,2012-05-03,3,3A,KS2,WES,102,WES,88,BES,97,BES,,,,,,,,,,,,98,100,75,Nugent Mcsweeney,NugentMcsweeney@mail.co.uk,7187481836
1118,2019/20,Louis,Marila,2012-04-15,3,3A,KS2,WES,108,WES,96,BES,95,BES,,,,,,,,,,,,99,97,97,Betti Marila,BettiMarila@mail.co.uk,7545711555
1119,2019/20,Claude,Kindon,2011-09-26,3,3A,KS2,BES,106,WES,101,WES,87,BES,,,,,,,,,,,,99,94,98,Jule Kindon,JuleKindon@mail.co.uk,7438924061
1120,2019/20,Klaus,Passalacqua,2012-01-04,3,3A,KS2,WES,114,WES,95,BES,90,BES,,,,,,,,,,,,94,98,98,Nailya Passalacqua,NailyaPassalacqua@mail.co.uk,7753669416
1121,2019/20,Guest,Kluesner,2012-04-16,3,3A,KS2,BES,114,WES,87,BES,107,WES,,,,,,,,,,,,100,96,98,Anella Kluesner,AnellaKluesner@mail.co.uk,7632536029
1122,2019/20,Farah,Gorduño,2012-06-26,3,3A,KS2,WES,109,WES,92,BES,88,BES,,,,,,,,,,,,98,99,100,Marytere Gorduño,MarytereGorduño@mail.co.uk,7398226179
1123,2019/20,Benoit,Gosling,2011-11-20,3,3B,KS2,WES,91,BES,87,BES,103,WES,,,,,,,,,,,,100,99,95,Vahe Gosling,VaheGosling@mail.co.uk,7686870265
1124,2019/20,Alissa,Woody,2012-02-05,3,3B,KS2,WES,109,WES,115,WES,112,WES,,,,,,,,,,,,94,95,74,Shera Woody,SheraWoody@mail.co.uk,7691223517
1125,2019/20,Joern,Samsara,2012-02-14,3,3B,KS2,WES,98,BES,113,WES,106,WES,,,,,,,,,,,,98,94,95,Cundy Samsara,CundySamsara@mail.co.uk,7941564731
1126,2019/20,Ninive,Devon,2012-03-02,3,3B,KS2,WES,88,BES,111,WES,108,WES,,,,,,,,,,,,96,99,70,Riccardo Devon,RiccardoDevon@mail.co.uk,7834833038
1127,2019/20,Pedro,Ray,2012-06-22,3,3B,KS2,WES,103,WES,96,BES,108,WES,,,,,,,,,,,,98,100,98,Khalil Ray,KhalilRay@mail.co.uk,7496519403
1128,2019/20,Pau,Liebendoerfer,2011-10-20,3,3B,KS2,WES,85,BES,110,WES,106,WES,,,,,,,,,,,,98,93,72,Jess Liebendoerfer,JessLiebendoerfer@mail.co.uk,7227427182
1129,2019/20,Berenice,Stavena,2012-08-11,3,3B,KS2,WES,102,WES,97,BES,88,BES,,,,,,,,,,,,97,71,94,Manrique Stavena,ManriqueStavena@mail.co.uk,7719377139
1130,2019/20,Rania,Hurbace,2012-07-13,3,3B,KS2,WES,85,BES,92,BES,103,WES,,,,,,,,,,,,96,100,95,Tejal Hurbace,TejalHurbace@mail.co.uk,7460234226
1131,2019/20,Hedvig,Truscott,2012-07-05,3,3B,KS2,WES,107,WES,85,BES,87,BES,,,,,,,,,,,,100,100,100,Milous Truscott,MilousTruscott@mail.co.uk,7726906000
1132,2019/20,Cloud,Branen,2011-11-21,3,3B,KS2,WES,89,BES,107,WES,91,BES,,,,,,,,,,,,97,70,100,Gwen Branen,GwenBranen@mail.co.uk,7270642741
1133,2019/20,Micahel,Maksoud,2012-08-22,3,3B,KS2,BES,97,BES,96,BES,105,WES,,,,,,,,,,,,93,98,100,Perihan Maksoud,PerihanMaksoud@mail.co.uk,7921948565
1134,2019/20,Kait,Zakreski,2011-11-18,3,3B,KS2,WES,101,WES,109,WES,106,WES,,,,,,,,,,,,94,99,81,Ame Zakreski,AmeZakreski@mail.co.uk,7640565186
1135,2019/20,Raffi,Rusznyak,2012-04-11,3,3B,KS2,BES,92,BES,106,WES,87,BES,,,,,,,,,,,,100,93,96,Francisca Rusznyak,FranciscaRusznyak@mail.co.uk,7446607658
1136,2019/20,Saunders,Rusu,2012-06-11,3,3B,KS2,BES,90,BES,108,WES,93,BES,,,,,,,,,,,,94,99,96,Herb Rusu,HerbRusu@mail.co.uk,7574696076
1137,2019/20,Massage,Alcapone,2012-03-03,3,3B,KS2,BES,99,BES,87,BES,109,WES,,,,,,,,,,,,96,100,97,Social Alcapone,SocialAlcapone@mail.co.uk,7239688706
1138,2019/20,Rodolfo,Zurilla,2011-09-05,3,3B,KS2,BES,96,BES,94,BES,109,WES,,,,,,,,,,,,96,97,95,Madeline Zurilla,MadelineZurilla@mail.co.uk,7681877519
1139,2019/20,Klencheski,Zurilla,2011-10-27,3,3B,KS2,WES,109,WES,102,WES,89,BES,,,,,,,,,,,,98,100,96,Shan Zurilla,ShanZurilla@mail.co.uk,7209087530
1140,2019/20,Vivi,Reed,2012-03-29,3,3B,KS2,WES,92,BES,92,BES,90,BES,,,,,,,,,,,,81,99,81,Nikhita Reed,NikhitaReed@mail.co.uk,7495238748
